match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,team_bat_avg,team_top4_strike_rate,team_opf,inning_runs/ball,team_f_1,team_f_2,winner_01,toss_winner_01,toss_decision_01,team1_win_rate,team2_win_rate,win_ratio,team1_to_team2_average_boundaries_to_balls_bowled_ratio
9077018,Cm Cs,40424,3761246.0:4879426.0:6551978.0:2209115.0:8127321.0:4403454.0:1482249.0:6931042.0:6930286.0:2436356.0:7084972.0,Ka Ts,42573,363047.0:5831622.0:3056752.0:392216.0:4403426.0:1634611.0:391271.0:392419.0:6493346.0:2097017.0:7086456.0,Cm Cs,40424,Ka Ts,field,Se Ba Nl Sm Mr,Dhaka,2022-02-14,day match,Bh Pr Le,2021/22,14188,0.5,1.0,156.125,0.0,133.33333333333334,0.9292647048027172,1.07221865482585,1.014122619574396,0.9602046352995892,0.9472170446690864,1.2044674736960037,0,1,0,0.3333333333333333,0.3125,1.0666666666666669,0.826518492
9489388,Tt Rs,46731,1655436.0:1749075.0:2125696.0:3294444.0:1626526.0:130437.0:5788320.0:2535420.0:3913475.0:4012203.0:8833075.0,Wh Fe,46752,4421689.0:2082044.0:4003390.0:2450895.0:3239102.0:5764576.0:2157770.0:334963.0:7507303.0:8131255.0:2904943.0,Tt Rs,46731,Wh Fe,field,Sa Gs Cf,Cardiff,2023-08-14,night match,Te Hd Ms Cn,2023,4521,1.0769230769230769,1.4878048780487805,144.66666666666666,100.0,150.7,0.9932027069614872,1.026349666175003,1.1052540815908554,0.9792246982358402,1.0591312182543997,0.930170249177892,0,1,0,0.6666666666666666,0.4117647058823529,1.619047619047619,1.081725387
9516373,Ci Sr Ks,30414,7422673.0:2653993.0:5001170.0:62432.0:2178119.0:232000.0:1642738.0:196580.0:3519011.0:3130840.0:8228016.0:5757884.0,Lw Sr Gs,48334,2954769.0:2436405.0:3479860.0:3299407.0:2275097.0:4230127.0:8058903.0:2970652.0:2461129.0:7491385.0:8228100.0:4859490.0,Ci Sr Ks,30414,Lw Sr Gs,field,MA Cm Sm Ck Ci,Chennai,2023-04-03,night match,In Pr Le,2023,2050,1.2857142857142858,0.6721311475409836,170.93333333333334,0.0,150.27777777777777,1.0955976503012064,0.8540552220514864,1.0809420979928892,1.1501223953369384,0.9990112914307416,1.015762479273017,0,1,0,0.5833333333333334,0.5789473684210527,1.0075757575757576,0.816698809
9433164,St,9701,6139370.0:7694581.0:3294444.0:3239102.0:6320362.0:2535420.0:5288226.0:334963.0:2850868.0:3546297.0:55299.0,Kt,8056,8822715.0:2958164.0:87191.0:2083409.0:7787772.0:3620756.0:3373138.0:7687315.0:7810977.0:6718844.0:1929619.0,St,9701,Kt,field,St Le Gd Cy,Canterbury,2023-05-30,day/night match,Vy Bt,2023,342,0.5,1.975609756097561,159.46666666666667,60.0,160.625,0.9322940506659696,1.0495241324102698,0.9340487183915204,1.0049935392438831,1.1046676052699906,1.3906348484910254,0,1,0,0.7,0.4878048780487805,1.4349999999999998,0.726309931
9084739,Sy,9876,2089079.0:6282856.0:4640824.0:1798705.0:3573723.0:1613919.0:1613926.0:2022957.0:7672657.0:3901099.0:3231437.0,Ge,7608,3220566.0:5229230.0:2082499.0:5764576.0:4005406.0:2083227.0:1482249.0:1707628.0:2538983.0:2436776.0:8106629.0,Sy,9876,Ge,field,Kn Ol Ln,London,2022-05-31,day/night match,Vy Bt,2022,328,2.5,1.0,164.45454545454547,100.0,136.25,1.2803601742359698,1.224485861532162,1.420568421062672,1.0854712745539816,1.1222766164543734,0.8183070495848449,0,1,0,0.6,0.4285714285714285,1.4,0.976387689
9516422,Gt Ts,48341,1958683.0:7491224.0:8059029.0:5452754.0:3339160.0:2252452.0:2966879.0:5554254.0:4690230.0:3373285.0:8118053.0:6496482.0,Ka Kt Rs,30400,6818622.0:7341704.0:5959834.0:4231702.0:5061748.0:1934099.0:1613919.0:3326980.0:2632825.0:3456424.0:7758638.0:9455557.0,Ka Kt Rs,30400,Gt Ts,bat,Na Mi Sm Ad,Ahmedabad,2023-04-09,day/night match,In Pr Le,2023,5893,0.6470588235294118,1.975609756097561,162.75,100.0,154.73333333333332,1.032463053990068,0.9494231585453782,0.9640219028532424,1.0419151535471936,0.962042688281494,0.9765031712062784,1,0,1,0.625,0.4634146341463415,1.3486842105263157,0.691935518
9330719,Di,12046,7861524.0:6785666.0:9047499.0:4231702.0:8058903.0:5971804.0:6511336.0:5636658.0:8149315.0:4901182.0:6619794.0:9047954.0,Ur Ph,15497,8725639.0:7912113.0:7491273.0:3502533.0:5061748.0:8058910.0:8451085.0:3914658.0:7491371.0:7558949.0:8118053.0:7860439.0,Ur Ph,15497,Di,bat,Si Mh Sm Jr,Jaipur,2022-10-14,day match,Sd Mq Ai Ty,2022/23,4661,1.3333333333333333,1.975609756097561,170.88888888888889,0.0,175.0,1.1319160000199773,1.1393267645717398,1.4026069230701237,1.259571889980064,1.1916974489331322,0.4482872362308314,1,0,1,0.5714285714285714,0.5,1.1428571428571428,0.929777483
9702783,Ht Hs,33928,1611364.0:5843200.0:5716402.0:3890963.0:1943647.0:6249256.0:7555673.0:2022957.0:7629747.0:5788418.0:6732004.0,Me Ss,33949,5406540.0:2275195.0:2275097.0:3901078.0:7960994.0:2669316.0:1594319.0:7620339.0:4533682.0:8131255.0:3507097.0,Me Ss,33949,Me Ss,field,Be Ol Ht,Hobart,2023-12-28,night match,Bg Bh Le,2023/24,6348,1.4444444444444444,1.0,175.93333333333334,40.0,152.78571428571428,1.044926483510059,1.0042645094719065,1.0063663985308768,1.0634408602150538,1.0444934412530689,1.013093016267895,1,1,0,0.3823529411764705,0.4117647058823529,0.9285714285714286,0.58092414
9084676,Dm,6838,3293520.0:7651650.0:6257698.0:3490108.0:2100524.0:3622807.0:2173646.0:4174932.0:6402374.0:3218340.0:7089858.0,Bm Bs,10366,2124002.0:8364726.0:7681869.0:3612286.0:3681957.0:8044112.0:3200756.0:7184666.0:2170762.0:3245689.0:2855138.0,Bm Bs,10366,Dm,bat,En Bm,Birmingham,2022-05-29,day match,Vy Bt,2022,1161,1.0,0.3442622950819672,178.0,100.0,148.0,1.051180061426852,0.9915670641276968,1.116733169574536,1.0554407406543946,0.9181352732272676,0.9306684926063148,1,0,1,0.28125,0.5882352941176471,0.4781249999999999,1.298334129
9290903,Pn,62,2263736.0:2437021.0:3585350.0:3364234.0:5017144.0:6460614.0:3459623.0:2437049.0:8131255.0:8106629.0:8427978.0,Ia,55,238727.0:2954769.0:1776627.0:1642738.0:3125562.0:4377610.0:210328.0:2282125.0:3011735.0:4859490.0:7881845.0,Ia,55,Ia,field,Di Il Ct Sm,Dubai,2022-08-28,night match,Pn tr of Ud Ab Es,2022,17086,1.0952380952380951,1.3278688524590163,159.8,100.0,136.6,0.8989315984221343,0.882602522972008,0.922072397525126,0.9113349970730504,1.0118857706045383,0.8944095256790823,1,1,0,0.6037735849056604,0.6724137931034483,0.8979196903725205,0.57437393
9717504,Nw Zd,48,6718326.0:4381761.0:2672214.0:5764576.0:3069954.0:2486896.0:3519011.0:3156033.0:1626561.0:3913475.0:6718396.0,Bh,188,3758565.0:2104332.0:4403419.0:3056752.0:6930230.0:6551978.0:5831622.0:7976674.0:7976653.0:6930286.0:2316327.0,Bh,188,Bh,field,Mn Pk Nr,Napier,2023-12-27,night match,Bh tr of Nw Zd,2023/24,3184,1.0,0.6039603960396039,177.4,80.0,159.66666666666666,0.9967584637511332,1.1003770441751224,0.9797824252418068,1.159109023446084,1.160365969334949,0.8519118032438319,1,1,0,0.6,0.4186046511627907,1.4333333333333331,1.168932651
9684429,Mi,11591,8058959.0:9047478.0:1945425.0:5001170.0:4497688.0:7921262.0:9047695.0:7881733.0:1945698.0:5757884.0:8766365.0:8228282.0,Ju  Kr,13166,8766603.0:8187276.0:3801559.0:7953518.0:5742498.0:8228408.0:8477790.0:8410765.0:9105053.0:8442377.0:8130436.0:8725709.0,Mi,11591,Ju  Kr,field,Si Mh Sm Jr,Jaipur,2023-10-21,day match,Sd Mq Ai Ty,2023/24,4661,5.0,1.975609756097561,146.75,0.0,130.46153846153845,1.4806406720570964,0.9817237587975975,1.954713035446156,1.029374201787995,1.383490147485679,0.8957284533171386,0,1,0,0.5,0.4,1.25,0.793837893
9433059,Mx,8700,4421689.0:7752989.0:1941743.0:4489722.0:4005406.0:7672874.0:150093.0:4489708.0:8820538.0:3590362.0:7783901.0,He,7727,4223883.0:2076192.0:8271913.0:5241564.0:8822729.0:2020332.0:3162487.0:1482998.0:5788418.0:2173688.0:4626236.0,He,7727,He,field,Te Re Bl Sn,Southampton,2023-05-26,night match,Vy Bt,2023,8301,0.9090909090909092,0.2592592592592592,166.86666666666667,100.0,148.13333333333333,0.9719936064944398,1.00609894818874,1.0156995344481077,0.95050511310815,0.8906371655413807,0.9913678132743328,1,1,0,0.2592592592592592,0.6571428571428571,0.394524959742351,1.340348121
9484481,Le Qs,40606,3585350.0:9320597.0:4069666.0:4365465.0:2097017.0:4397693.0:1547993.0:1482998.0:7507303.0:8131255.0:8907338.0,Mn Ss,44904,1637320.0:2263736.0:2252452.0:1613926.0:5017144.0:7864009.0:4533682.0:3715697.0:6460642.0:8427978.0:8986193.0,Le Qs,40606,Mn Ss,field,Mn Ct Sm,Multan,2023-02-13,night match,Pn Sr Le,2022/23,11192,0.8571428571428571,0.7530864197530864,166.0,25.0,,0.8475579122627925,0.9670082435952416,0.8213085480305657,1.0938899765780945,0.9119800168353552,0.8520348972341452,0,1,0,0.5862068965517241,0.6333333333333333,0.925589836660617,1.567820442
9407663,Pl Rs,48950,2089079.0:2162782.0:3009215.0:1837205.0:2252452.0:172199.0:4239780.0:3845029.0:3872756.0:3794174.0:2654028.0,Ds Sr Gs,48936,2436405.0:4887336.0:2654014.0:2294823.0:3057312.0:2740408.0:1556253.0:1874081.0:2625895.0:3062079.0:3231437.0,Pl Rs,48950,Ds Sr Gs,field,Bd Pk Pl,Paarl,2023-01-17,day match,S0,2022/23,7230,1.4285714285714286,0.5073149105955371,146.33333333333334,0.0,81.5,1.086342877253935,0.9443996258410712,0.9962304016152426,0.9339834879130676,1.016047838258729,1.074272305114609,0,1,0,0.5,0.4444444444444444,1.125,0.734925555
9592463,Ci Sr Ks,30414,7422673.0:2653993.0:5001170.0:1945425.0:232000.0:1642738.0:196580.0:62432.0:3130840.0:5757884.0:7968225.0:8363578.0,Gt Ts,48341,1958683.0:7491224.0:4377610.0:3061225.0:2252452.0:3339160.0:2966879.0:5554254.0:7783432.0:8277716.0:3373285.0:3759846.0,Ci Sr Ks,30414,Gt Ts,field,MA Cm Sm Ck Ci,Chennai,2023-05-23,night match,In Pr Le,2023,2050,1.2,0.6721311475409836,183.7333333333333,0.0,158.69230769230768,1.1486098671027287,1.0461445306286423,1.1719819415859452,1.064695139293012,1.0487301876651276,0.9764472308138252,0,1,0,0.5833333333333334,0.625,0.9333333333333332,0.748185946
9128594,Lw Sr Gs,48334,2654014.0:2954769.0:2034423.0:2275097.0:3299407.0:3479860.0:8058903.0:2740408.0:3865077.0:8228100.0:7924048.0,Mi Is,30435,5043310.0:238727.0:7494668.0:3125562.0:8191868.0:1613926.0:5788320.0:2733401.0:8227974.0:4377694.0:6732004.0,Lw Sr Gs,48334,Mi Is,field,We Sm Mi,Mumbai,2022-04-24,night match,In Pr Le,2022,5004,1.5,81.0,178.4,100.0,169.0,1.005924121375089,0.8868789495216297,0.8433651464185065,1.090760545512211,0.967337713930712,1.2007332119968772,0,1,0,0.5789473684210527,0.4838709677419355,1.1964912280701754,0.9060355
9094392,Ln St,46773,3200973.0:4223883.0:4635658.0:4489974.0:172199.0:74087.0:5367676.0:1482998.0:5788418.0:2173688.0:4626236.0,Ol Is,46759,6282856.0:7787772.0:2231928.0:4640824.0:3851658.0:2083409.0:3901078.0:8339701.0:4473993.0:5231218.0:6240632.0,Ol Is,46759,Ln St,bat,Ls Ln,London,2022-08-27,night match,Te Hd Ms Cn,2022,83,0.9333333333333332,1.0,144.54545454545453,0.0,145.1818181818182,1.0547795326457163,0.9264404374736996,0.930055496000492,1.0059884948414834,0.9978908900423072,1.2386931554142624,1,0,1,0.3333333333333333,0.6666666666666666,0.5,0.711049539
9407649,Ds Sr Gs,48936,2436405.0:4887336.0:2654014.0:3057312.0:4739580.0:2294823.0:2740408.0:1874081.0:3030733.0:3062079.0:3231437.0,Pl Rs,48950,2089079.0:2162782.0:3009215.0:2252452.0:172199.0:1837205.0:4239780.0:3845029.0:3872756.0:3062555.0:3794174.0,Ds Sr Gs,48936,Ds Sr Gs,bat,Kd Dn,Durban,2023-01-15,day match,S0,2022/23,2127,0.6842105263157895,1.0,171.0,0.0,141.53333333333333,0.8782250228129393,1.0729205874891363,0.9426218183121546,1.1797576415264963,0.9805124936610614,1.125184530796253,0,0,1,0.4444444444444444,0.5,0.8888888888888888,1.562779614
8844324,Si La,69,7200598.0:2420760.0:5490582.0:4403531.0:2104409.0:3061225.0:4365878.0:3865077.0:2590293.0:7968225.0:6686658.0,Aa,27,4223883.0:3535853.0:37351.0:2275195.0:4635658.0:2275097.0:1611364.0:5788320.0:2181157.0:1905847.0:2018001.0,Aa,27,Aa,field,Ma Ol Ca,Canberra,2022-02-15,night match,Si La tr of Aa,2021/22,5312,0.7894736842105263,0.5061728395061729,138.2,0.0,162.38888888888889,0.914817280089707,0.894823120490248,0.7685570904479209,0.8924156950993789,0.936277479702794,1.192803738388594,1,1,0,0.425,0.4545454545454545,0.935,0.866096442
9516352,Lw Sr Gs,48334,2954769.0:2436405.0:3479860.0:3299407.0:2275097.0:4230127.0:8058903.0:2970652.0:4859490.0:8228100.0:2733401.0:2461129.0,Di Cs,30421,7491189.0:1539236.0:1907163.0:4497688.0:2231928.0:5742470.0:8779896.0:3882850.0:3914658.0:7922291.0:6487970.0:6598528.0,Lw Sr Gs,48334,Di Cs,field,Bt Ra Si Al Bi Ve Ea Ct Sm Lw,Lucknow,2023-04-01,night match,In Pr Le,2023,23498,0.8823529411764706,1.0,181.0909090909091,100.0,145.625,0.949123803113244,1.1716881825142187,1.1045378441181004,1.1501522592218858,0.9695450660317612,1.1763573298423915,0,1,0,0.5789473684210527,0.2162162162162162,2.6776315789473686,1.162759842
9684485,Mr,13971,8119614.0:8442391.0:8410793.0:8119670.0:8119593.0:8725576.0:9383002.0:8725562.0:8119656.0:8119621.0:8228121.0,Pb,14454,7491294.0:8127181.0:8058924.0:5958840.0:2789555.0:7570107.0:7881845.0:7925546.0:7556303.0:2282132.0:8180500.0,Pb,14454,Mr,bat,JA Il Sm Cx Ri,Ranchi,2023-10-21,day match,Sd Mq Ai Ty,2023/24,18038,0.125,0.0163934426229508,125.08333333333331,0.0,167.57142857142858,0.3701439233792003,0.6344851544950533,0.3422825223409647,0.6283714736939894,0.6449877807867596,0.0,1,0,1,0.2142857142857142,0.7,0.3061224489795918,0.667118399
9085229,Ne,8917,6374878.0:2286472.0:4645304.0:2158869.0:2486896.0:2858904.0:3648203.0:3636821.0:164604.0:2082387.0:8040136.0,Bm Bs,10366,2124002.0:7681869.0:3890963.0:3681957.0:3612286.0:8044112.0:3200756.0:3245689.0:2855138.0:2170762.0:3200966.0,Bm Bs,10366,Ne,bat,Cy Gd Nn,Northampton,2022-06-22,day/night match,Vy Bt,2022,1637,1.5454545454545454,1.975609756097561,174.4,0.0,168.75,0.9459068154755697,0.942417446705605,0.9368836137344564,1.062711624625614,0.9938545118187035,0.8808064559984482,1,0,1,0.5573770491803278,0.5882352941176471,0.9475409836065573,1.481457327
9433626,Sx,9967,6311612.0:7753017.0:8015734.0:74087.0:4215098.0:4504044.0:3622856.0:8621143.0:7811033.0:3214812.0:7005550.0,Kt,8056,8822715.0:2958164.0:87191.0:2083409.0:7787772.0:3620756.0:3373138.0:7687315.0:6718844.0:7732934.0:1929619.0,Kt,8056,Sx,bat,Cy Gd He,Brighton,2023-06-20,day/night match,Vy Bt,2023,797,0.6,0.0476190476190476,182.53333333333333,50.0,168.1153846153846,0.8593051941675993,0.9804009501954482,0.8493407123359954,0.9914192682591166,0.8887451350347598,1.054455156905954,1,0,1,0.4411764705882353,0.4878048780487805,0.9044117647058824,0.844175594
9407656,MI Ce Tn,48733,7494668.0:4239640.0:4898074.0:4640824.0:2364543.0:3373138.0:5744850.0:4175107.0:5554254.0:3851518.0:3200966.0,Ss En Ce,48943,3200973.0:1963443.0:2269833.0:4203499.0:4171859.0:7787772.0:4874820.0:3162487.0:334963.0:2658445.0:3747484.0,Ss En Ce,48943,Ss En Ce,field,St Gs Pk Ga,Gqeberha,2023-01-16,day/night match,S0,2022/23,1224,0.6923076923076923,67.67,133.0,0.0,142.23333333333332,0.868762390703291,0.94514867298229,0.81967384624161,0.9413869377741616,0.922543976753381,1.4024211139480367,1,1,0,0.25,0.625,0.4,1.071079731
9457559,Ca Vs,40298,3758565.0:2263736.0:2331475.0:5017144.0:1965151.0:3850944.0:5771800.0:6528668.0:6931168.0:8106629.0:2316327.0,Ka Ts,42573,393371.0:2123974.0:4069666.0:8129680.0:7960847.0:4403503.0:4403426.0:305143.0:4731628.0:2436356.0:8473590.0,Ca Vs,40298,Ka Ts,field,St Il Ct Sm,Sylhet,2023-01-28,day/night match,Bh Pr Le,2022/23,10961,1.5555555555555556,2.9047619047619047,161.5,100.0,152.5,1.0360713666090848,1.2416999882243052,1.1743348258711488,1.0662949432801383,1.0951709289811355,1.1408727105626548,0,1,0,0.7222222222222222,0.3125,2.311111111111111,1.042634746
9457622,St Ss,45072,6930230.0:4403419.0:4879426.0:392216.0:3009880.0:5516720.0:3471761.0:1634611.0:8144429.0:2104346.0:392419.0,Rr Rs,35790,6930580.0:2104332.0:298612.0:2875368.0:5831622.0:5736016.0:6703528.0:8127321.0:8131255.0:6486416.0:7866522.0,Rr Rs,35790,Rr Rs,field,Se Ba Nl Sm Mr,Dhaka,2023-02-04,night match,Bh Pr Le,2022/23,14188,0.875,1.0,166.0909090909091,0.0,155.6,0.8544374448248374,0.7890010641137121,0.6879217457017553,0.9534768820663664,0.9699740328679768,1.267864867412414,1,1,0,0.5,0.7777777777777778,0.6428571428571428,0.680776171
9076920,St Ss,45072,371825.0:2662491.0:1884672.0:319948.0:3850944.0:1885337.0:392384.0:3127683.0:3108958.0:4403475.0:8446388.0,Ka Ts,42573,363047.0:3056752.0:1634611.0:4403426.0:392216.0:5831622.0:1881193.0:5771800.0:2630081.0:6493346.0:392419.0,Ka Ts,42573,Ka Ts,field,Se Ba Nl Sm Mr,Dhaka,2022-02-03,day match,Bh Pr Le,2021/22,14188,0.75,0.0196078431372549,202.0,0.0,121.06666666666666,0.9780409180083072,1.488378697590068,1.430776111230132,0.975790842120468,0.9213052736206708,1.198185166996618,1,1,0,0.5,0.3125,1.6,1.542576928
9085019,De,6698,1637320.0:2433640.0:8146998.0:325814.0:4170186.0:6718788.0:2872225.0:3991700.0:4613580.0:7288490.0:6005866.0,We,10576,3703328.0:3298427.0:62432.0:1626526.0:7773338.0:7671313.0:4051396.0:2922611.0:360086.0:6240632.0:3660299.0,De,6698,We,field,Cy Gd Nw Rd Wr,Worcester,2022-06-10,day/night match,Vy Bt,2022,1525,0.7333333333333333,3.857142857142857,162.93333333333334,0.0,166.08333333333334,1.0213725844157313,1.091397983588864,0.9987144480200216,1.086645034211072,0.9688718279135278,1.2265848082678967,0,1,0,0.5333333333333333,0.4193548387096774,1.2717948717948715,1.025633031
9128545,Rn Rs,30428,2162782.0:7833195.0:2981614.0:4690188.0:7556051.0:2789086.0:184960.0:1945397.0:6347494.0:6420126.0:3011735.0,Ka Kt Rs,30400,37351.0:1613919.0:4497646.0:4231702.0:1934099.0:5959834.0:1663885.0:7558949.0:3429236.0:2632825.0:7758638.0,Rn Rs,30428,Ka Kt Rs,field,Be Sm Mi,Mumbai,2022-04-18,night match,In Pr Le,2022,2764,0.6666666666666666,1.0,170.53333333333333,50.0,183.3333333333333,0.9702038975652666,0.9688923064538946,0.9056399246383272,1.0298783886938974,1.0398364869396934,0.9672003166944732,0,1,0,0.4848484848484848,0.4634146341463415,1.0462519936204149,0.590717423
9702699,Ht Hs,33928,1611364.0:5843200.0:4223883.0:3890963.0:6249256.0:1943647.0:2022957.0:7629747.0:5788418.0:8339701.0:6732004.0,Sy Ss,33956,7869987.0:2076192.0:4002340.0:41740.0:3063696.0:3851658.0:7620283.0:4756982.0:1506077.0:8355808.0:49496.0,Sy Ss,33956,Ht Hs,bat,Uy of Ta Sm Ln,Launceston,2023-12-11,night match,Bg Bh Le,2023/24,21076,0.8333333333333334,0.5061728395061729,173.46666666666667,50.0,141.33333333333334,0.960336433110659,1.069490744348625,0.8449484827324999,1.0428609973308416,0.9708334657558436,0.9505420234988448,1,0,1,0.3823529411764705,0.6842105263157895,0.5588235294117646,1.098718681
9668553,Wt Is,41,2436405.0:4690258.0:4069666.0:4230127.0:5742470.0:4690188.0:4739552.0:2740408.0:5744850.0:3715697.0:6347494.0,Ia,55,8058959.0:7491224.0:8191868.0:3125562.0:4377610.0:2981614.0:3882850.0:3914658.0:3011735.0:7881845.0:6487970.0,Ia,55,Wt Is,bat,Cl Bd Rl Pk Sm Tf Gd Ll,Lauderhill,2023-08-12,day match,Wt Is tr of Ud Ss of Aa,2023,16848,0.4285714285714285,1.4878048780487805,176.0,60.0,160.25,0.8661413452937766,0.9941387241406002,0.9693624721573196,0.9663938075659328,0.9540513037590964,0.9976612740495432,1,0,1,0.4545454545454545,0.6724137931034483,0.675990675990676,1.074317429
9084669,De,6698,1637320.0:2433640.0:7295028.0:325814.0:6718788.0:4170186.0:8146998.0:3991700.0:4613580.0:7288490.0:6005866.0,Le,8301,2319638.0:7209964.0:3643870.0:3218291.0:2658431.0:6003584.0:7651657.0:8845850.0:5528116.0:7327452.0:5554142.0,De,6698,Le,field,Ge Rd Lr,Leicester,2022-05-28,day match,Vy Bt,2022,1378,1.75,0.6721311475409836,170.0,50.0,171.3125,1.2752682581516068,1.1293590610242907,1.4046572514182047,1.0426251854677435,1.0531020248300718,1.0981668045960733,0,1,0,0.5333333333333333,0.5507246376811594,0.968421052631579,1.000084835
9331391,Va,15623,7881719.0:5653612.0:4237533.0:3540424.0:3701123.0:8768108.0:5053082.0:7783432.0:2632825.0:5038032.0:7491385.0:7422554.0,Mi,11591,7491189.0:1945425.0:8058959.0:4497646.0:4497688.0:5001170.0:7921262.0:7881733.0:5757884.0:8779896.0:8766365.0,Mi,11591,Va,bat,En Gs Ka,Kolkata,2022-11-03,day/night match,Sd Mq Ai Ty,2022/23,2057,0.2666666666666666,1.3278688524590163,154.13333333333333,0.0,164.65384615384616,0.5774364748645648,1.083132312702462,0.9252246287793424,0.982821055997442,0.8936749477411337,1.1888912819702395,1,0,1,0.6470588235294118,0.5,1.2941176470588236,0.543946569
9684534,Ka,13474,7833195.0:2789079.0:5447700.0:2034423.0:6420630.0:5452754.0:7401806.0:7833069.0:5444718.0:8086847.0:6420126.0:2970652.0,Di,12046,8228205.0:7861524.0:9047499.0:8058903.0:9099180.0:6511336.0:5636658.0:9188528.0:4901182.0:9455557.0:1657466.0,Di,12046,Di,field,Au Ct Ay Dn,Dehra Dun,2023-10-21,day match,Sd Mq Ai Ty,2023/24,22350,1.6,1.0,149.92857142857142,0.0,130.75,1.3312304725559942,1.1308174944244875,1.5488761459097846,0.9282490766389658,1.1378727726632782,0.5972873477966061,1,1,0,0.4473684210526316,0.5714285714285714,0.7828947368421053,0.821768335
9128461,Mi Is,30435,5043310.0:238727.0:7494668.0:3125562.0:8191868.0:1613926.0:7556303.0:2733401.0:3696482.0:4377694.0:5126050.0,Rl Cs Be,30393,313809.0:7861524.0:1776627.0:210328.0:2275195.0:2157770.0:8117990.0:5490666.0:2733380.0:6586824.0:8238726.0,Rl Cs Be,30393,Rl Cs Be,field,Ma Ct An Sm Pe,Pune,2022-04-09,night match,In Pr Le,2022,18752,1.2727272727272727,0.6721311475409836,157.46666666666667,0.0,168.33333333333334,1.0203986914527168,1.0825583728736197,1.144773272569193,1.007345611550567,1.0066244488837932,0.9348338878570678,1,1,0,0.4838709677419355,0.5945945945945946,0.813782991202346,1.001341013
9085369,Ex,7258,3200973.0:8044490.0:5406064.0:4489974.0:6364588.0:1499868.0:5788320.0:3030733.0:6258734.0:7688848.0:5404440.0,Sx,9967,7869987.0:8820496.0:6311612.0:74087.0:4215098.0:4411231.0:4504044.0:5554254.0:8820517.0:8006676.0:1471994.0,Ex,7258,Sx,field,Cy Gd He,Brighton,2022-07-01,night match,Vy Bt,2022,797,1.2,2.463414634146341,161.26666666666668,33.33,155.57142857142858,0.9873593534427778,1.0019567851663584,0.9940196616780436,1.0955332372218116,1.0657903128488873,0.8448366460891755,0,1,0,0.5405405405405406,0.4411764705882353,1.2252252252252254,0.887832388
9222394,Aa,27,1539236.0:7537004.0:37351.0:1870357.0:2275195.0:6249256.0:1611364.0:3429236.0:2181157.0:2656541.0:2018001.0,Wt Is,41,2436405.0:2331475.0:4690258.0:4230127.0:2740408.0:5742470.0:3715697.0:5744850.0:4690230.0:3023327.0:6347494.0,Aa,27,Wt Is,field,Be Ct Gd Wa Be,Brisbane,2022-10-07,night match,Wt Is tr of Aa,2022/23,1476,1.0588235294117647,1.0,147.46666666666667,60.0,164.07142857142858,1.2023249096542117,1.0451808738315618,1.2534027909067695,1.0700933808514543,1.0023503309374224,1.022527112319054,0,1,0,0.4545454545454545,0.4545454545454545,1.0,0.876938207
9433493,Bm Bs,10366,7681869.0:3612286.0:8044112.0:2275195.0:8210789.0:4051396.0:8364726.0:4769148.0:2170762.0:7184666.0:3245689.0,We,10576,5320118.0:3298427.0:7773338.0:3681957.0:3519011.0:7671313.0:2922611.0:4533682.0:5361166.0:7661996.0:6240632.0,Bm Bs,10366,We,field,Cy Gd Nw Rd Wr,Worcester,2023-06-16,day match,Vy Bt,2023,1525,1.1111111111111112,1.4878048780487805,177.0,33.33,164.1,0.9577846694311516,1.0609126914361604,0.9729654894884028,1.1398307886803465,1.03779401190565,1.182818217368964,0,1,0,0.5882352941176471,0.4193548387096774,1.4027149321266967,1.406323567
9272717,Be Ht,33921,1506098.0:8561342.0:5515922.0:5056134.0:3890963.0:3114803.0:2633196.0:4967738.0:7866039.0:4132295.0:5419546.0,Ht Hs,33928,5843200.0:4223883.0:4655384.0:1611364.0:6249256.0:2161599.0:8497866.0:4767832.0:3507097.0:5788418.0:6732004.0,Be Ht,33921,Ht Hs,field,Be Ct Gd Wa Be,Brisbane,2023-01-20,night match,Bg Bh Le,2022/23,1476,0.8666666666666667,1.0,160.06666666666666,50.0,162.08333333333334,1.0186538967435892,0.903575339447274,0.8637424519678069,1.0160200184471715,0.901795894988675,1.090352037307384,0,1,0,0.5135135135135135,0.3823529411764705,1.343035343035343,0.809236047
9094252,Nn Ss,46745,1762060.0:313809.0:5406064.0:360086.0:150093.0:3681957.0:334963.0:1547993.0:3218340.0:7194480.0:1711492.0,Tt Rs,46731,1749075.0:1655436.0:3294444.0:1626526.0:2535420.0:2125696.0:130437.0:5788320.0:4012203.0:2083157.0:2654028.0,Tt Rs,46731,Tt Rs,field,Hy Ls,Leeds,2022-08-09,night match,Te Hd Ms Cn,2022,1266,0.9411764705882352,1.4878048780487805,152.375,0.0,172.83333333333334,0.8531228432372996,1.001177631362756,0.9166201129941304,0.9890296929862864,0.9680062976510064,0.954277993702013,1,1,0,0.4375,0.6666666666666666,0.65625,0.854918072
